nr;id;debitorennummer;anrede;vorname;name;firma;strasse;plz;ort;bereich;telefon;mobil;email;typ;beschriftung;
4703;9265;;;;;Städt. Kindertagesstätte Margareten;Karl-Bierschenk-Str. 14;63450;Hanau;;;;kita.margareten@hanau.de;Kita_firmen;;
4704;9266;;;;;Kath. Kindertagesstätte Mariae Namen;Rebengasse 2;63450;Hanau;;;;;Kita_firmen;;
4705;9267;;;;;Kath. Kindertagesstätte St. Josef Hanau;Engelhardstr. 19;63450;Hanau;;;;;Kita_firmen;;
4706;9268;;;;;Städt. Kindertagesstätte Brüder Grimm;Gärtnerstr. 40;63450;Hanau;;;;kita.bruedergrimm@hanau.de;Kita_firmen;;
4707;9269;;;;;Kindertagesstätte Hanauer Spielstube;Herrnstr. 11;63450;Hanau;;;;;Kita_firmen;;
4708;9270;;;;;Kindergarten der Kathinka-Platzhoff-Stiftung;Dammstr. 3;63450;Hanau;;;;tageseinrichtung@kp-stiftung.de;Kita_firmen;;
4709;9271;;;;;Tageseinrichtung für Kinder der ev. Marienkirche;Nußallee 22;63450;Hanau;;0618121626;;;Kita_firmen;;
4710;13246;;Frau;Christel;Sippel;;Nußallee 22;63450;Hanau;;0618121626;;kita.marienkirche-hanau@ekkw.de;Kita_personen;;
4711;9272;;;;;Kindertagesstätte Alice Salomon;Nordstr. 74;63450;Hanau;;;;kita.alice-salomon@hanau.de;Kita_firmen;;
4712;9273;;;;;Kindertagesstätte Sandeldamm;Sandeldamm 26a;63450;Hanau;;;;kita.sandeldamm@hanau.de;Kita_firmen;;
4713;9274;;;;;Kindertagesstätte Kinzigfrösche e.V.;Philippsruher Allee 6 c;63450;Hanau;;;;;Kita_firmen;;
4714;9275;;;;;Städt. Kindertagesstätte Albert Schweizer;Lamboystr. 33a;63452;Hanau;;;;kita.albertschweitzer@hanau.de;Kita_firmen;;
4715;9276;;;;;Tageseinrichtung für Kinder der ev. Johanneskirchengemeinde;Lortzingstr. 1;63452;Hanau;;0618181687;;tafki-joki@pcse24.de;Kita_firmen;;
4716;9277;;;;;Ev. Kindertagesstätte Hanau;Karl-Marx-Str. 43;63452;Hanau;;;;;Kita_firmen;;
4717;9278;;;;;Kath. Kindertagesstätte St. Elisabethenhaus;Vor der Kinzigbrücke 19;63452;Hanau;;;;;Kita_firmen;;
4718;9279;;;;;Kath. Kindertagesstätte Heilig West;Lamboystr. 24;63452;Hanau;;;;;Kita_firmen;;
4719;9280;;;;;Städt. Kindertagesstätte Spielstube;Schwarzenbergstr. 10;63452;Hanau;;;;;Kita_firmen;;
4720;9281;;;;;Städt. Kindergarten Wohnwagenplatz;Martin-Luther-King-Str. 46;63452;Hanau;;;;;Kita_firmen;;
4721;9282;;;;;Hanauer Winzlinge e. V.;Gustav-Hoch-Straße 64;63452;Hanau;;;;;Kita_firmen;;
4722;9283;;;;;Städt. Kindergarten Am Tümpelgarten;Am Tümpelgarten 21a;63452;Hanau;;;;kita.am-tuempelgarten@hanau.de;Kita_firmen;;
4723;9284;;;;;Städt. Kindertagesstätte Mittelstraße;Mittelstr. 19-21;63454;Hanau;;;;kita.mittelstrasse@hanau.de;Kita_firmen;;
4724;9286;;;;;Städt. Kindertagesstätte Kinderburg West;Herderweg 1;63454;Hanau;;;;Kinderburg.weststadt@hanau.de;Kita_firmen;;
4725;9288;;;;;Kath. Kindergarten Don Bosco;Tulpenstrasse 2;63456;Hanau;;;;kigadonbosco@pepa.de;Kita_firmen;;
4726;9289;;;;;Ev. Kindertagesstätten;Sudetendeutsche Str. 75;63456;Hanau-Klein-Auheim;;;;;Kita_firmen;;
4727;9290;;;;;Städt. Kindergarten Gemeinschaftshaus;Aschaffenburger Str. 50;63457;Hanau;;;;;Kita_firmen;;
4728;9291;;;;;Kath. Kindertagesstätte Heilig Geist;John-F.-Kennedy-Str. 24;63457;Hanau-Grossauheim;;;;;Kita_firmen;;
4729;9292;;;;;Kath. Kindertagesstätte St. Jakobus Hanau-Grossauheim;Vogelsangstr. 42;63457;Hanau-Grossauheim;;;;;Kita_firmen;;
4730;9293;;;;;Städt. Kindertagesstätte Marienstraße;Marienstr. 17;63457;Hanau;;;;kita.marienstrasse@hanau.de;Kita_firmen;;
4731;9294;;;;;Städt. Kindertagesstätte;John-F.-Kennedy-Str. 37;63457;Hanau-Grossauheim;;;;;Kita_firmen;;
4732;9295;;;;;Städt. Kindertagesstätte Kinderburg Großauheim;Am Graben 1;63457;Hanau-Grossauheim;;;;kinderburg.grossauheimKB@hanau.de;Kita_firmen;;
4733;9296;;;;;Kindertagesstätte Spitzenweg;Renthwiese 46;63457;Hanau;;;;kita.spitzenweg@hanau.de;Kita_firmen;;
4734;9297;;;;;Kindertagesstätte Wingertstraße;Wingertstraße 28;63477;Maintal;;0618145900;;kita.wingertstrasse@maintal.de;Kita_firmen;;
4735;9298;;;;;Erlebniskita Maintal;Eichendorffstr. 16;63477;Maintal-Dörnigheim;;;;kita.eichendorffstrasse@maintal.de;Kita_firmen;;
4736;9299;;;;;Kita Buchennest der ev. Kirche Wachenbuchen;;;;;;;kita.buchen@t-online.de;Kita_firmen;;
4737;9300;;;;;Kinderhaus Ludwig-Uhland-Straße;Ludwig-Uhland-Straße 15;63477;Maintal;;;;kinderhaus@maintal.de;Kita_firmen;;
4738;9302;;;;;Städt. Kindertagesstätte Südwind;Ludwig-Erhard-Str. 15;63486;Bruchköbel;;06181709393;;kita-suedwind@Bruchkoebel.de;Kita_firmen;;
4739;9303;;;;;Städt. Kindertagesstätte Wirbelwind;Georg-Kerschensteiner-Str. 5;63486;Bruchköbel;;;;kita-wirbelwind@Bruchkoebel.de;Kita_firmen;;
4740;9304;;;;;Städt. Kindertagesstätte Sonnenwiese;Buchenweg 43192;63486;Bruchköbel;;;;kita-sonnenwiese@Bruchkoebel.de;Kita_firmen;;
4741;9305;;;;;Ev. Kindertagesstätte Regenbogen Bruchköbel;Hainstr. 67;63486;Bruchköbel;;;;Kita-Regenbogen.Bruchkoebel@ekkw.de;Kita_firmen;;
4742;9306;;;;;Städt. Kindertagesstätte Hasenburg;Am Hasenpfad 2;63486;Bruchköbel-Niederissigheim;;;;kita-hasenburg@bruchkoebel.de;Kita_firmen;;
4743;9307;;;;;Kita Luthers Apfelbaum;Wilhelm-Busch-Ring 7b;63486;Bruchköbel;;06181740587;;kita.luthersapfelbaum@ekkw.de;Kita_firmen;;
4744;9308;;;;;Städt. Kindergarten;Fritz-Erler-Str. 8;63486;Bruchköbel;;;;;Kita_firmen;;
4745;9309;;;;;Städt. Kindertagesstätte Sternenland;Schäfergasse 8;63486;Bruchköbel-Rossdorf;;;;kita-sternenland@Bruchkoebel.de;Kita_firmen;;
4746;9310;;;;;Kindertagesstätte Krebsbachstrolche;Röntgenstr. 14;63486;Bruchköbel;;;;kita-krebsbachstrolche@Bruchkoebel.de;Kita_firmen;;
4747;9312;;Frau;;Hackendahl;;Röntgenstr. 14;63486;Bruchköbel;;;;;Kita_personen;;
4748;9313;102060;;;;Ev. Kindertagesstätte Regenbogen;Hainstraße 69;63486;Bruchköbel;;0618176675;;kitaregenbogen_brk@t-online.de;Kita_firmen;Ev. Kindertagesstätte Bruchköbel;
4749;9314;;;;;Stadt Bruchköbel;Hauptstr. 32;63496;Bruchköbel;;;;info@bruchkoebel.de;Kita_firmen;;
4750;9316;104648;Frau;;;Kindertagesstätte St. Margareta;Schulstraße 4;63500;Seligenstadt;;0618267013;;kita-froschhausen@gmx.de;Kita_firmen;Kindertagesstätte;
4751;9330;;;;;Kindertagesstätte Steinäcker;Weidertsweg 23;63517;Rodenbach;;0618453993;;gemeinde@rodenbach.de;Kita_firmen;;
4752;9331;;;;;Kindertagesstätte Buchbergstraße;Buchbergstr. 4;63517;Rodenbach;;0618451558;;gemeinde@rodenbach.de;Kita_firmen;;
4753;9332;;;;;Gemeindekindertagesstätte Erlensee-Langendiebach;Friedrich-Ebert-Str. 23;63518;Erlensee-Langendiebach;;;;;Kita_firmen;;
4754;9333;;;;;Ev. Kindergarten Erlensee-Rückingen;Rodenbacher Str. 8;63519;Erlensee-Rückingen;;;;;Kita_firmen;;
4755;9334;103034;;;;Kita und Familienzentrum An der Gende;An der Gende 9;63526;Erlensee;;061832601;;kitagende@erlensee.de;Kita_firmen;Gemeinde Erlensee;
4756;9334;104682;;;;Kita und Familienzentrum An der Gende;An der Gende 9;63526;Erlensee;;061832601;;kitagende@erlensee.de;Kita_firmen;Kindertagesstätte An der Gende;
4757;9336;;;;;Kath. Kindergarten Christ König;Waldstr. 26;63526;Erlensee;;;;christkoenig-erlensee@pfarrei.bistum-fulda.de;Kita_firmen;;
4758;9337;;;;;Kindertagesstätte Am Rathaus;Am Rathaus 5;63526;Erlensee;;;;kiga@kitarathaus.de;Kita_firmen;;
4759;9341;;Frau;;;Kindertagesstätte Farbenland;Rheinstraße 3a;63533;Mainhausen;;06182786689;;rathaus@mainhausen.de;Kita_firmen;;
4760;9343;;;;;Kath. Kindergarten St. Vincenz;Bahnhofstr. 3;63538;Grosskrotzenburg;;;;st.vinzenz-gk@hbs-fd.de;Kita_firmen;;
4761;9344;;;;;Städt. Kindertagesstätte Tümpelgarten;Buchenweg 50;63452;Hanau;;;;kinderburg.tuempelgarten@hanau.de;Kita_firmen;;
4762;9345;;;;;Städt. Kindertagesstätte Fallbach;Büdinger Str. 26;63452;Hanau;;;;kinderburg.fallbach@hanau.de;Kita_firmen;;
4763;9346;;;;;Gemeindekindertagesstätte Hammersbach;Köbler Weg 56;63544;Hammersbach;;;;;Kita_firmen;;
4764;9347;;;;;Gemeindekindertagesstätte Kinderburg;Am Rathaus 12;63544;Hammersbach;;;;;Kita_firmen;;
4765;9348;;;;;Gemeindekindergarten Grosskrotzenburg;Schulstr. 6;63558;Grosskrotzenburg;;;;;Kita_firmen;;
4766;9349;;;;;Städt. Kindertagesstätte;Kinzigstr. 1;63571;Gelnhausen;;;;;Kita_firmen;;
4767;9350;;;;;Städt. Kindertagesstätte;Holzgasse 2;63571;Gelnhausen;;;;;Kita_firmen;;
4768;9351;;;;;Kath. Kindergarten St. Peter Gelnhausen;Am Schlachthaus 8;63571;Gelnhausen;;;;;Kita_firmen;;
4769;9352;;;;;Kindergarten Weiherfeld e. V.;Im Weiherfeld 39;63571;Gelnhausen;;;;;Kita_firmen;;
4770;9353;;;;;Waldkindergarten;Miroldstr. 11;63571;Gelnhausen;;;;;Kita_firmen;;
4771;9354;;;;;Waldorf-Kindergarten Verein zur Förderung;Herzbachweg 40;63571;Gelnhausen;;;;;Kita_firmen;;
4772;9355;;;;;Komm. Kindertagesstätte Hailer;Götherstr. 1;63571;Gelnhausen-Hailer;;;;kigahailer@gelnhausen.de;Kita_firmen;;
4773;9357;;;;;Städt. Kindergarten Hailer-Meerholz;Konrad-Schneider-Weg;63571;Gelnhausen;;0605166027;;;Kita_firmen;;
4774;9358;;;;;Städt. Kindergarten;Leipziger Str. 26;63571;Gelnhausen;;;;;Kita_firmen;;
4775;9359;;;;;Städt. Kindertagesstätte;Straße der Jugend 5;63571;Gelnhausen-Meerholz;;0605166111;;;Kita_firmen;;
4776;9360;;;;;Kath. Kindergarten Gelnhausen;Schiesshausstr. 1;63571;Gelnhausen;;0605168634;;buero@kath-kirche-mhg.de;Kita_firmen;;
4777;9361;;;;;Städt. Kindergarten;Nordstr. 10;63571;Gelnhausen;;;;;Kita_firmen;;
4778;9362;;;;;Gemeindekindertagesstätte Gründau-Rothenbergen;Am Sportplatz 9;63574;Gründau-Rothenbergen;;;;;Kita_firmen;;
4779;9363;;;;;Kath. Kindergarten St. Anna Freigericht;Brunnenstr. 4;63579;Freigericht;;;;;Kita_firmen;;
4780;9364;;;;;Kath. Kindertagesstätte Don Bosco;St.-Vincenz-Str. 3;63579;Freigericht;;;;kita-don-bosco@t-online.de;Kita_firmen;;
4781;9365;;;;;Gemeindekindergarten Freigericht-Horbach;Kirchstr. 13;63579;Freigericht-Horbach;;;;;Kita_firmen;;
4782;9366;;;;;Kath. Kindergarten St. Wendelinus;St. Vincenz-Str. 3;63579;Freigericht;;;;;Kita_firmen;;
4783;9367;;;;;Gemeindekindertagesstätte Freigericht-Somborn;Am Sportfeld 16 a;63579;Freigericht-Somborn;;;;;Kita_firmen;;
4784;9368;;;;;Gemeindekindergarten Freigericht-Somborn;Konrad-Adenauer-Ring;63579;Freigericht-Somborn;;;;;Kita_firmen;;
4785;9370;;;;;Gemeinde Freigericht;Bahnhofstr. 13;63579;Freigericht;;;;gemeinde@freigericht.de;Kita_firmen;;
4786;9371;;;;;Kath. Kindertagesstätte St. Vinzenz;Ludwig-Uhland-Str. 3;63583;Grosskrotzenburg;;;;;Kita_firmen;;
4787;9372;;;;;Kindertagesstätte Sonnenschein Gründau-Rothenbergen;Sportplatz 9;63584;Gründau-Rothenbergen;;060515955;;kita-sonnenschein@gruendau.de;Kita_firmen;;
4788;9373;;;;;Gemeindekindergarten Gründau-Mittel-Gründau;Im Salzrain;63584;Gründau-Mittel-Gründau;;;;;Kita_firmen;;
4789;9374;;;;;Gemeindekindergarten Gründau-Breitenborn;Hauptstr. 6;63584;Gründau-Breitenborn;;;;;Kita_firmen;;
4790;9375;;;;;Gemeindekindergarten Gründau;Klammbornstr. 4;63584;Gründau;;;;;Kita_firmen;;
4791;9376;;;;;Gemeindekindergarten Gründau-Lieblos;Im Euler 4-6;63584;Gründau-Lieblos;;;;;Kita_firmen;;
4792;9377;;;;;Gemeindekindergarten Gründau-Niedergründau;Mittelstr. 8;63584;Gründau-Niedergründau;;;;;Kita_firmen;;
4793;9378;;;;;Gemeindekindergarten Gründau-Rothenbergen;Schulstr. 3;63584;Gründau-Rothenbergen;;;;;Kita_firmen;;
4794;9379;;;;;Evangelischer Kindergarten Schatzkästlein;Breitenborner Str. 15;63599;Biebergemünd;;060501235;;;Kita_firmen;;
4795;9380;;;;;Kinderinitiative Bad Orb e.V.;Postfach 1445;63614;Bad Orb;;;;;Kita_firmen;;
4796;9381;;;;;Gemeindekindertagesstätte Erlensee;Nelly-Sachs-Str. 1;63625;Erlensee;;;;;Kita_firmen;;
4797;9382;;;;;Sportkindergarten;Hammelsweg;63628;Bad Soden-Salmünster;;;;;Kita_firmen;;
4798;9383;;;;;Kath. Kindertagesstätte St. Maria;Bad Sodener Str. 4;63628;Bad Soden-Salmünster;;;;kita-maria@arcor.de;Kita_firmen;;
4799;9384;;;;;Gemeindekindergarten Birstein-Lichtenroth;Am Rauchborn 5;63633;Birstein-Lichtenroth;;;;;Kita_firmen;;
4800;9385;;;;;Gemeindekindergarten Brachttal-Schlierbach;Jahnstraße;63636;Brachttal-Schlierbach;;;;;Kita_firmen;;
4801;9386;;;;;Ev. Kindertagesstätte Flörsbachtal-Flörsbach;Orber Str. 24 a;63639;Flörsbachtal-Flörsbach;;;;;Kita_firmen;;
4802;9387;;;;;Gemeindekindertagesstätte Flörsbachtal-Kempfenbrunn;Würzburger Str. 26;63639;Flörsbachtal-Kempfenbrunn;;;;;Kita_firmen;;
4803;9388;;;;;Gemeindekindertagesstätte Flörsbachtal-Lohrhaupten;Mühlweg 15;63639;Flörsbachtal-Lohrhaupten;;;;;Kita_firmen;;
4804;9389;;;;;Städt. Kindergarten;Bergstraße 7;63654;Büdingen-Büches;;;;;Kita_firmen;;
4805;9390;;;;;Städt. Kindergarten;Büdinger Straße 4;63654;Büdingen-Diebach;;;;;Kita_firmen;;
4806;9392;;;;;Städt. Kindergarten;Hirschgasse 20;63654;Büdingen-Eckartshausen;;;;;Kita_firmen;;
4807;9393;;;;;Städt. Kindertagesstätte;Brunostraße 11A;63654;Büdingen;;;;;Kita_firmen;;
4808;9394;;;;;Städt. Kindertagesstätte;In den Weiherwiesen;63654;Büdingen;;;;;Kita_firmen;;
4809;9395;;;;;Städt. Kindertagesstätte;Marienborner Straße;63654;Büdingen-Eckartshausen;;;;;Kita_firmen;;
4810;9396;;;;;Städt. Kindertagesstätte;Alte Gasse;63654;Büdingen-Lorbach;;;;;Kita_firmen;;
4811;9397;;;;;Ev. Kita Regenbogenland;Wehrtbornstraße 46;63654;Büdingen-Wolferborn;;060491832;;ev.kita.regenbogenland@t-online.de;Kita_firmen;;
4812;9399;104591;;;;Städtischer Kindergarten Nidda-Kohdem;Kohdener Weg 5;63667;Nidda;;;;;Kita_firmen;Kinderhaus Pusteblume;
4813;12276;102054;;;;Ev. Kindertagesstätte Himmelszelt;Burgring 18;63667;Nidda;;060436163;;kita-himmelszelt@t-online.de;Kita_firmen;Ev. Kindertagesstätte;
4814;9400;102054;;;;Evangelische Kindertagesstätte;Burgring 18;63667;Nidda;;060436163;;;Kita_firmen;Ev. Kindertagesstätte;
4815;9403;;;;;Städt. Kindergarten;Kirchgasse 3;63667;Nidda-Geiss-Nidda;;;;;Kita_firmen;;
4816;9404;;;;;Städt. Kindergarten;Schulstraße 15;63667;Nidda-Ober-Schmitten;;;;;Kita_firmen;;
4817;15822;;;;;Kindertagesstätte Regenbogen;Schwalheimer Weg 16;63667;Nidda;;060434325;;kita-ober-widdersheim@nidda.de;Kita_firmen;;
4818;9405;;;;;Städt. Kindergarten;Schwalheimer Weg 16;63667;Nidda-Ober-Widdersheim;;060434325;;;Kita_firmen;;
4819;9406;;;;;Städt. Kindergarten;Im Steingarten 5;63667;Nidda-Schwickartshausen;;060467591;;;Kita_firmen;;
4820;9407;109097;;;;Städt. Kindergarten;Burgwiesenweg 28;63667;Nidda-Ulfa;;060431720;;;Kita_firmen;Städt.Kindergarten;
4821;9408;;;;;Kindertagesstätte Nidda;Erbsengasse 13;63667;Nidda;;;;;Kita_firmen;;
4822;9409;;;;;Gemeindekindergarten Altenstadt;Am Weihergarten 12;63674;Altenstadt;;;;;Kita_firmen;;
4823;9410;;;;;Gemeindekindergarten Altenstadt-Lindheim;Zindelweg 58;63674;Altenstadt-Lindheim;;;;;Kita_firmen;;
4824;9411;;;;;Gemeindekindertagesstätte Altenstadt-Hoechst;Parkstraße 27;63674;Altenstadt-Hoechst;;;;;Kita_firmen;;
4825;9412;;;;;Gemeindekita Integrat.;Lange Straße 11;63674;Altenstadt-Oberau;;;;;Kita_firmen;;
4826;9413;104577;;;;Kindertagesstätte Höchst Die kleinen Strolche;Parkstraße 29;63674;Altenstadt;;060471249;;kita.hoechst@gemeinde-altenstadt.de;Kita_firmen;Kindertagesstätte Höchst;
4827;12553;104577;Frau;Jeanette;Schneider;;Parkstraße 29;63674;Altenstadt;;060471249;;Kita.hoechst@gemeinde-altenstadt.de;Kita_personen;Kindertagesstätte Höchst;
4828;9414;;;;;Kindergarten Waldsiedlung;Philipp-Reis-Straße 9;63674;Altenstadt;;;;;Kita_firmen;;
4829;9415;;;;;Ev. Kindergarten Schotten;Schloßgasse 8;63679;Schotten;;;;;Kita_firmen;;
4830;9416;109076;;;;Städt. Kindergarten;Parkstraße 12;63679;Schotten;;;;;Kita_firmen;Städt.Kindertagesstätte Schotten;
4831;9417;;;;;Städt. Kindergarten;Niddergrund 11;63679;Schotten-Burkhards;;;;;Kita_firmen;;
4832;9418;;;;;Städt. Kindergarten;Eichelsächser Straße 10;63679;Schotten-Rainrod;;;;;Kita_firmen;;
4833;9419;;;;;Kindergarten Landmäuse;Schottener Straße 14;63679;Schotten-Eschenrod;;;;;Kita_firmen;;
4834;9420;;;;;Städt. Kindergarten;Wilhelm-Leuschner-Straße 4;63683;Ortenberg;;;;;Kita_firmen;;
4835;9421;;;;;Städt. Kindergarten;Neue Schulstraße;63683;Ortenberg-Bergheim;;;;;Kita_firmen;;
4836;9422;;;;;Städt. Kindergarten;Eubertsweg;63683;Ortenberg-Bleichenbach;;;;;Kita_firmen;;
4837;9423;;;;;Städt. Kindergarten;Usenborner Straße 9;63683;Ortenberg-Gelnhaar;;;;;Kita_firmen;;
4838;9424;;;;;Städt. Kindergarten;Kasinostraße 11;63683;Ortenberg;;;;;Kita_firmen;;
4839;9425;104542;;;;Kindertagesstätte Regenbogenland;Pfarrer-Koch-Straße 2;63683;Ortenberg;;0604695015;;;Kita_firmen;Kiga Regenbogenland;
4840;9426;;;;;Ev. Kindergarten Arche Noah;Oechlerweg 4;63688;Gedern;;060454577;;;Kita_firmen;;
4841;9427;;;;;Städt. Kindergarten;Am Prinzengarten 4;63688;Gedern;;060454344;;;Kita_firmen;;
4842;9428;104797;;;;Städt. Kindergarten;Ludwigstraße 3;63688;Gedern-Ober-Seemen;;060451320;;;Kita_firmen;Kita Wichteltal;
4843;9429;;;;;Städt. Kindergarten;Am Hain 12;63688;Gedern-Wenings;;060451202;;;Kita_firmen;;
4844;9432;;;;;Gemeindekindergarten Limeshain-Himbach;Am Steinchen 32;63694;Limeshain-Himbach;;;;;Kita_firmen;;
4845;9433;;;;;Gemeindekindergarten Limeshain-Rommelhausen;Schulstraße 2;63694;Limeshain-Rommelhausen;;;;;Kita_firmen;;
4846;9434;;;;;Gemeindekindertagesstätte Limeshain-Hainchen;Kurt-Schumacher-Straße 2;63694;Limeshain-Hainchen;;;;;Kita_firmen;;
4847;9435;;;;;Gemeindekindergarten Glauburg-Stockheim;Herrnstraße 6;63695;Glauburg-Stockheim;;;;;Kita_firmen;;
4848;9436;;;;;Gemeindekindergarten Integrativ;Karl-Birx-Straße 22;63697;Hirzenhain;;;;;Kita_firmen;;
4849;9437;;;;;Gemeindekindergarten Hirzenhain-Glashütten;Schulstraße 23;63697;Hirzenhain-Glashütten;;;;;Kita_firmen;;
4850;9438;;;;;Gemeindekindergarten Hirzenhain-Merkenfritz;Ortsstraße 5;63697;Hirzenhain-Merkenfritz;;;;;Kita_firmen;;
4851;9439;;;;;Gemeindekindergarten Kefenrod;Auf dem Mühlgraben 1;63699;Kefenrod;;;;;Kita_firmen;;
4852;9440;;;;;Fachhochschule Darmstadt, FB Sozialpäd.;Adelungstraße 51;64283;Darmstadt;;;;;Kita_firmen;;
4853;9441;;;;;Kindergarten Regenbogen e. V.;Arheilger Str. 81;64289;Darmstadt;;;;;Kita_firmen;;
4854;9443;;;;;Zweiplus Medienagentur;Pallaswiesenstr. 109;64293;Darmstadt;;0615181270;;;Kita_firmen;;
4855;9444;;;;;Kindergarten Darmstadt;Donnersbergring 38 A;64295;Darmstadt;;;;;Kita_firmen;;
4856;9446;;;;;Verein für Kinderhauserziehung e.V. Seeheim;Am Stützelbaum 19;64342;Seeheim;;;;;Kita_firmen;;
4857;9448;;;;;Kindergarten Seeheim-Jugenheim;Am Grundweg 33;64342;Seeheim-Jugenheim;;;;;Kita_firmen;;
4858;9449;;;;;Kindertagesstätte Höhsand;Waldstraße / Container;64404;Bickenbach;;;;;Kita_firmen;;
4859;9450;;;;;Kindertagesstätte Regenbogen Büttelborn;Georgenstrasse 30;64572;Büttelborn;;06152178853;;kita-regenbogen@buettelborn.de;Kita_firmen;;
4860;9451;;;;;Katharinenstift;Nibelungenstr. 89;64625;Bensheim;;;;;Kita_firmen;;
4861;9452;;;;;Kindergarten Kappesgärten;Max-Reinhardt-Str. 4;64625;Bensheim;;;;kappesgaerten@bensheim.de;Kita_firmen;;
4862;9453;;;;;Kindergarten St. Albertus;Heidelbergerstr. 19;64625;Bensheim;;;;kita@st-georg-bensheim.de;Kita_firmen;;
4863;9455;;;;;Kindergarten Buntspecht;Straße der Heimkehrer 26;64646;Heppenheim;;;;buntspecht@stadt.heppenheim.de;Kita_firmen;;
4864;9456;;;;;Kindergarten Löwenzahn;In der Wasserschöpp 9;64646;Heppenheim;;;;loewenzahn@stadt.heppenheim.de;Kita_firmen;;
4865;9457;;;;;Kindergarten Erlenbach;;64658;Fürth;;06253-21894;;;Kita_firmen;;
4866;9458;;;;;Kindergarten Regenbogen Fürth;Schulstr. 9;64658;Fürth;;06253-4214;;;Kita_firmen;;
4867;9459;;;;;Kindergarten Fürth;Erbachstr. 9;64658;Fürth;;06253-5141;;;Kita_firmen;;
4868;9460;;;;;Kindergarten Lörzenbach;Boschwiesenweg 5;64658;Fürth;;06253-6935;;;Kita_firmen;;
4869;9461;;;;;Kindergarten Krumbach;Im Ort 7;64658;Fürth;;06253-21430;;;Kita_firmen;;
4870;9462;;;;;Ev. Kindertagesstätte Regenbogenland;Spießgasse 25;64665;Alsbach-Hähnlein;;;;ev.kita-haehnlein@t-online.de;Kita_firmen;;
4871;9463;;;;;Kindertreff  Zotzenbach e. V.;Hauptstraße 38;64668;Rimbach-Zotzenbach;;06253-86197;;kindertreff-zotzenbach@web.de;Kita_firmen;;
4872;9464;;;;;Kindergarten Zwingenberg;Heidelberger Str. 12;64673;Zwingenberg;;;;;Kita_firmen;;
4873;9465;;;;;Kindertageestätte;Ausserhalb 16;64678;Lindenfels;;;;;Kita_firmen;;
4874;9466;;;;;Kindertagesstätte Winterkasten;Rötztweg 6;64678;Winterkasten;;062552499;;;Kita_firmen;;
4875;9467;;;;;Kinderkrippe des Odenwaldkreises;Erlenbacher Str.;64711;Erbach;;;;;Kita_firmen;;
4876;9468;;;;;Kinderhaus Sensbachtal;Buckelweg 7;64759;Sensbachtal;;;;;Kita_firmen;;
4877;9469;;;;;Sozial- u. Jugendamt Stadt Groß-Umstadt;Markt 1;64823;Groß-Umstadt;;;;;Kita_firmen;;
4878;9470;;;;;Kindertagesstätte Wiesbaden;Kellerstr. 21;65183;Wiesbaden;;0611313124;;;Kita_firmen;;
4879;3108;;Frau;A.;Wleczorek;;Kellerstr. 21;65183;Wiesbaden;;;;;Kita_personen;;
4880;9474;;;;;Fachberatung Kindertagesstätten, KJA Rheingau-Taunus;Badweg 3;65307;Bad Schwalbach;;;;;Kita_firmen;;
4881;9475;;;;;Kinderhaus Heidenrod;Dammstraße 17;65321;Heidenrod;;;;;Kita_firmen;;
4882;9477;;;;;Ev. Kindertagesstätte Pusteblume Nastätten;Schwalbacher Straße;65355;Nastätten;;;;;Kita_firmen;;
4883;9479;;;;;Integr. Kindergarten Rappelkiste;Mecklenburger Str. 14;65520;Bad Camberg;;;;;Kita_firmen;;
4884;9480;;;;;Städt. Kindergarten;Kirchgasse 5;65520;Bad Camberg;;;;;Kita_firmen;;
4885;9481;;;;;Städt. Kindergarten;Neue Straße 2;65520;Bad Camberg-Würges;;;;;Kita_firmen;;
4886;9482;;;;;Städt. Kindertagesstätte Kinderoase;Rudolf-Dietz-Straße 21;65520;Bad Camberg;;;;;Kita_firmen;;
4887;9483;;;;;Kindergarten Pusteblume;Gartenstraße 4;65520;Bad Camberg-Würges;;;;;Kita_firmen;;
4888;9484;;;;;Kindergarten St. Antonius;Ulmenweg 2-4;65520;Bad Camberg-Oberselters;;;;;Kita_firmen;;
4889;9485;;;;;Kath. Kindergarten St. Marien Bad Camberg;Eichbornstraße 2;65520;Bad Camberg;;;;;Kita_firmen;;
4890;9488;;;;;Kita und Krippe St.Nikolaus;Am Huttig 1;65549;Limburg a. d. Lahn;;;;kita.st.nikolaus@gesamtverband-limburg.de;Kita_firmen;;
4891;9490;;;;;Ev. Kita und Hort Blumenrod;Thüringer Straße 1;65549;Limburg-Blumenrod;;;;ev.kita-blumenrod.limburg@ekhn-net.de;Kita_firmen;;
4892;9491;;;;;Kita der Justizbehörde;Schiede 22;65549;Limburg a. d. Lahn;;;;;Kita_firmen;;
4893;9492;;;;;Int. Kindertagesstätte Am Schafsberg;Johannes-Mechtel-Straße 9;65549;Limburg a. d. Lahn;;;;kita.mitte@evangelisch-limburg.de;Kita_firmen;;
4894;9494;;;;;Kindergarten St. Hildegard;Tilemannstraße 7;65549;Limburg a. d. Lahn;;;;kita.st.hildegard@gesamtverband-limburg.de;Kita_firmen;;
4895;9495;;;;;Kindergarten St. Marien;Gartenstraße 20;65549;Limburg a. d. Lahn;;;;kita.st.marien@gesamtverband-limburg.de;Kita_firmen;;
